,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
44,0.7461751461029053,0.01877241081895277,0.15627808570861818,0.009881223610992878,0.6,20,5,8,0.05,1.0,"{'subsample': 0.6, 'n_estimators': 20, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",0.6555379398403284,0.6856541118545911,0.6908671522264018,0.6871460332319212,0.6982777565313683,0.6834965987369221,0.014645596790625373,54
9,0.7311072826385498,0.011985154940589443,0.15512280464172362,0.011864090113389769,0.2,20,10,8,0.1,0.6,"{'subsample': 0.2, 'n_estimators': 20, 'min_child_weight': 10, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 0.6}",0.6546260411844717,0.6837540176178715,0.690261956813343,0.6931113229409851,0.6957131620555616,0.6834933001224466,0.014973528069269788,55
58,0.6757027626037597,0.04089864996820249,0.1371842861175537,0.01130143020316606,0.4,20,5,6,0.1,0.8,"{'subsample': 0.4, 'n_estimators': 20, 'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6569971078288397,0.6825191969501778,0.689559537196121,0.6882523388491549,0.6994460223867391,0.6833548406422064,0.014260703049917719,56
25,1.7024643421173096,0.012877638041485185,0.5258660316467285,0.012737723733457723,0.2,100,10,16,0.1,0.2,"{'subsample': 0.2, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 16, 'learning_rate': 0.1, 'colsample_bytree': 0.2}",0.6704741402683034,0.680399812553975,0.6858202154195658,0.6868811025554674,0.6914025959941322,0.6829955733582888,0.00717325909606281,57
28,1.7296677112579346,0.034788029160459,0.3382394790649414,0.008459225321311555,0.2,50,5,16,0.05,0.6,"{'subsample': 0.2, 'n_estimators': 50, 'min_child_weight': 5, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",0.6674132048989395,0.6767967848782885,0.6865294047136586,0.6908388862568708,0.6924173283179123,0.682799121813134,0.009421435210913317,58
31,0.7968770503997803,0.014408741312742905,0.1567094326019287,0.01313685514532873,1.0,20,5,8,0.1,0.4,"{'subsample': 1.0, 'n_estimators': 20, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 0.4}",0.662111096587786,0.68093762396752,0.6832773113081003,0.6901448288459014,0.6967762068119161,0.6826494135042447,0.011669571381440138,59
49,3.545135164260864,0.07688037213462579,0.4269414901733398,0.010427775056832287,0.6,50,5,16,0.05,1.0,"{'subsample': 0.6, 'n_estimators': 50, 'min_child_weight': 5, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",0.6623657754608951,0.6817376429176053,0.689487148459128,0.685773455560439,0.6936114970346988,0.6825951038865532,0.010852871358439348,60
41,1.4037365913391113,0.03386001988524524,0.30374774932861326,0.013913871572094328,0.4,50,10,16,0.05,0.2,"{'subsample': 0.4, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 0.2}",0.6735964750558086,0.6751411353270117,0.6817479979222915,0.686408024293208,0.6943299960614866,0.6822447257319613,0.007601141871634174,61
13,1.8567248821258544,0.025813210793198236,0.3472249984741211,0.012244231371280098,0.2,50,5,16,0.05,0.8,"{'subsample': 0.2, 'n_estimators': 50, 'min_child_weight': 5, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.6632818294366746,0.6782580876053315,0.688965923296022,0.686911628889282,0.6913618523571148,0.6817558643168848,0.01024076434370769,62
59,3.708267593383789,0.09869437410593637,0.38590173721313475,0.011144666656414693,1.0,50,1,12,0.1,1.0,"{'subsample': 1.0, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 12, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.6561173215766699,0.6873860868701593,0.6940963680055711,0.6830820694890778,0.6868836540272727,0.6815130999937502,0.013183934814928983,63
18,0.7359065055847168,0.023341283492398487,0.16018829345703126,0.0152851638930997,0.4,50,10,4,0.05,0.2,"{'subsample': 0.4, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.2}",0.6672431564221097,0.6759077975605761,0.6804639283533018,0.6873657566226961,0.6957711780721831,0.6813503634061734,0.00973206483906293,64
84,1.4641709327697754,0.03386342908049524,0.2066934585571289,0.007735222048741731,1.0,20,5,16,0.05,0.6,"{'subsample': 1.0, 'n_estimators': 20, 'min_child_weight': 5, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",0.6538322209671279,0.682133654038794,0.6862971522834818,0.6890783022152711,0.6943566923335978,0.6811396043676543,0.01421967623577511,65
5,0.7028867721557617,0.017454712359999354,0.15765142440795898,0.01428045820657311,0.2,50,1,4,0.05,0.4,"{'subsample': 0.2, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.4}",0.6614161707014556,0.6803282702738801,0.6830264165805711,0.6859911469065545,0.6949234158899043,0.6811370840704731,0.011016016087966195,66
61,0.7435441970825195,0.03549601081806065,0.16050353050231933,0.015561275110683103,0.6,50,1,4,0.05,0.6,"{'subsample': 0.6, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",0.6535872226195525,0.6816929047341538,0.6825486063940911,0.6872288904237042,0.6964697390877489,0.68030547265185,0.014352969899023032,67
72,1.128110408782959,0.03781393597535052,0.1986607551574707,0.012525755705136653,0.4,20,10,16,0.1,0.8,"{'subsample': 0.4, 'n_estimators': 20, 'min_child_weight': 10, 'max_depth': 16, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6527090745223523,0.6799067164924534,0.6888434412333826,0.6851599721450059,0.6940831768392572,0.6801404762464903,0.01447668665566456,68
