,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
59,421.2968789100647,38.434280739101474,6.988530254364013,1.0474944376412068,750,3,4,auto,10,False,"{'n_estimators': 750, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 10, 'bootstrap': False}",0.6740903017230309,0.6905728005771785,0.6935219900338484,0.6945041982270982,0.7041714337901629,0.6913721448702638,0.009772967238018836,11
96,1161.596425294876,25.83672961824473,15.53836784362793,1.4716086256939416,1250,2,6,auto,20,False,"{'n_estimators': 1250, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.6766964293358737,0.6879633395758263,0.6946401397316102,0.6935908512326405,0.7031644415016581,0.6912110402755217,0.008735302109355123,12
85,358.6945104122162,40.58356066630662,8.364564275741577,1.632597170307806,1000,4,8,auto,10,True,"{'n_estimators': 1000, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_features': 'auto', 'max_depth': 10, 'bootstrap': True}",0.675858436012925,0.6893284763275191,0.6920456068450225,0.6946878927811043,0.7039068684251083,0.6911654560783358,0.009090711437235235,13
68,402.39983744621276,28.307099717858808,9.723881196975707,0.1561461971897995,1000,2,6,sqrt,10,True,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': True}",0.6757925102641539,0.689399721799048,0.6922136843367029,0.6943525140844669,0.7038122641886376,0.6911141389346019,0.009062339542298115,14
6,656.6734056472778,42.334104578133044,11.552567291259766,0.487503912417821,1250,3,2,sqrt,10,False,"{'n_estimators': 1250, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': False}",0.6748372547262483,0.689845893567873,0.6925913135798805,0.6941489899710604,0.7040895812047285,0.6911026066099581,0.009447742679829473,15
99,491.07599940299986,75.51060631261048,7.77728123664856,1.3450727483166622,1000,3,2,sqrt,10,False,"{'n_estimators': 1000, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': False}",0.6742829761451531,0.6900551093596868,0.6926439755013043,0.6943224900538263,0.7038309749818771,0.6910271052083694,0.00957834584901054,16
17,479.95938515663147,49.477808232145215,11.369846057891845,0.49409531466221907,1250,4,6,sqrt,10,True,"{'n_estimators': 1250, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': True}",0.6763731819761856,0.6893135445735117,0.691971323055145,0.6934805271900133,0.7039910841186576,0.6910259321827026,0.008861707794919734,17
63,784.4433682918549,70.96656001651164,13.72025499343872,1.9695803914034586,1500,2,2,sqrt,10,False,"{'n_estimators': 1500, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': False}",0.6741467752605493,0.6906945263363378,0.6927294583687704,0.6936591530483525,0.7038902924203593,0.6910240410868739,0.009595242240554188,18
76,948.0664584159852,68.67338944299074,17.999207735061646,0.3214679885999662,1000,3,6,sqrt,20,False,"{'n_estimators': 1000, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}",0.677252899734071,0.6862606858218544,0.6951140741924621,0.693199397236191,0.7021996426797874,0.6908053399328732,0.008466987099441816,19
32,602.2140526294709,13.652269648069694,13.89580807685852,1.4617635782029548,1500,3,4,auto,10,True,"{'n_estimators': 1500, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 10, 'bootstrap': True}",0.6753019427832995,0.6891609507234995,0.6921348684022763,0.6935222183534729,0.703878522543709,0.6907997005612515,0.009199090801990021,20
16,103.43131432533264,6.402287492911143,1.9138688087463378,0.0932544521862248,200,4,6,sqrt,10,False,"{'n_estimators': 200, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': False}",0.6731018492886012,0.6904905960201395,0.6924354854360618,0.6944049591022473,0.7035228119844972,0.6907911403663094,0.00990818211877341,21
23,201.80734992027283,17.612095549114656,3.6836702823638916,0.1068341277464129,200,2,8,auto,20,False,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.6759149780447279,0.6871864545703096,0.6959223028317342,0.6928113566181296,0.7019507057930396,0.6907571595715882,0.008823085561163402,22
14,377.65040974617006,5.906726627429503,6.741631984710693,0.12889063427603342,750,4,2,auto,10,False,"{'n_estimators': 750, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 10, 'bootstrap': False}",0.6738565421459601,0.6898724465188066,0.6923242252829737,0.6940766012340676,0.7036464698932035,0.6907552570150022,0.009654245459028878,23
42,356.91929507255554,46.137686739708926,8.942861843109132,1.5091150482259088,1000,3,4,sqrt,10,True,"{'n_estimators': 1000, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': True}",0.676211147330635,0.6888594845462624,0.6921035771977191,0.6929067028933804,0.7030189562368359,0.6906199736409665,0.008624135633140262,24
57,989.9853314399719,50.797350883570594,26.676088953018187,2.124365882083541,1500,2,8,sqrt,20,True,"{'n_estimators': 1500, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.6780093049485408,0.6855228083113247,0.6934231048044157,0.6924386248309008,0.7027858533160571,0.690435939242248,0.00829474991433981,25
72,954.3793923377991,38.789170838015984,18.151074934005738,0.3779211052611012,1000,2,4,sqrt,20,False,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}",0.6772882542005547,0.6856181181081193,0.6941565473506363,0.6911195995273784,0.7006136318231894,0.6897592302019756,0.007895303530123566,26
90,944.4499813556671,83.03810793010601,17.53672308921814,2.6879148494666616,1000,3,4,sqrt,20,False,"{'n_estimators': 1000, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}",0.6765629682226475,0.6853223712036329,0.6940588836311952,0.6912467963902668,0.7012255969131187,0.6896833232721722,0.008318361341257437,27
10,1569.0686171531677,60.71262925783062,32.916351890563966,1.9672138734349316,1500,4,8,sqrt,80,False,"{'n_estimators': 1500, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 80, 'bootstrap': False}",0.6759070783705895,0.6834289266203607,0.6935033591524775,0.6903379701243771,0.6991505825004424,0.6884655833536495,0.008076362825479598,28
5,1281.0545706748962,96.57342285678564,24.2952609539032,1.6445554378380356,1250,3,8,sqrt,80,False,"{'n_estimators': 1250, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 80, 'bootstrap': False}",0.6757454204436032,0.6831027796692981,0.6929433824410793,0.6904177335852458,0.6997929825963367,0.6884004597471127,0.008279040417726062,29
98,858.9288969993592,59.46064752704472,18.35672025680542,0.5200793074746841,1500,3,8,auto,100,True,"{'n_estimators': 1500, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",0.6780923770998493,0.6820932880738322,0.6911374655380067,0.6896951133892336,0.7002358884201995,0.6882508265042242,0.0076833551586572854,30
66,1020.1510425567627,75.73254903376701,28.68680634498596,1.0006760639703955,1500,2,8,auto,,True,"{'n_estimators': 1500, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'auto', 'max_depth': None, 'bootstrap': True}",0.6778687090140191,0.681101593576606,0.6909407910133396,0.6900553446770133,0.7006533594378771,0.688123959543771,0.008039084984897985,31
22,1105.4552136421203,67.72796193775885,30.836598873138428,4.496576582869657,1500,3,8,sqrt,,True,"{'n_estimators': 1500, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': True}",0.6767939081183422,0.6812670757678067,0.6911582997037553,0.6905281032917981,0.7006188603425937,0.6880732494448593,0.008324466783997377,32
41,1055.2848866939544,66.53931366663276,27.643870878219605,1.3755448193105402,1500,4,4,sqrt,20,True,"{'n_estimators': 1500, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.6774592844287947,0.6819884347400728,0.6901370831026352,0.6900696489014972,0.7004861153128265,0.6880281132971653,0.007899307516589847,33
20,1047.0649179935456,32.01116476701643,19.070124673843384,1.9360745335728176,1000,2,8,sqrt,100,False,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}",0.6744276474895988,0.6829514757949761,0.6926553800665551,0.6899135924380541,0.6998780659044597,0.6879652323387286,0.008673098115180043,34
74,1219.474273777008,82.00862571364581,22.906048154830934,0.5377566016433545,1250,2,2,sqrt,20,False,"{'n_estimators': 1250, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}",0.6765262210390468,0.6838483856182551,0.6911386071361298,0.6888411865770891,0.6991071218598915,0.6878923044460825,0.007520001590169725,35
7,668.7394876003266,35.125132859712664,17.76764941215515,1.3621625933997048,1000,4,8,sqrt,40,True,"{'n_estimators': 1000, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': True}",0.6756032948033956,0.6811210231219581,0.6910995530643347,0.6903680968988486,0.7011663593865052,0.6878716654550084,0.008825920976969341,36
69,861.38421459198,75.6650892366882,20.450508642196656,3.249078966290212,1250,3,8,auto,40,True,"{'n_estimators': 1250, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 'auto', 'max_depth': 40, 'bootstrap': True}",0.6753732110862566,0.6819146435643055,0.6908381499260815,0.6906867283510186,0.6999996689365442,0.6877624803728413,0.008431499773788778,37
70,800.8723794460296,27.047366465744055,16.661439609527587,2.778051107963005,750,4,8,auto,80,False,"{'n_estimators': 750, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': False}",0.6736259561374018,0.6831329285701646,0.6919790288424765,0.6897134588710736,0.6996385928661533,0.687617993057454,0.00876124797597287,38
47,555.5247930049896,21.850747001004528,15.300481796264648,2.3795433194325395,750,3,8,sqrt,40,True,"{'n_estimators': 750, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': True}",0.6765747492395708,0.6815010179963025,0.6898415233485355,0.6892944238639672,0.7002749310760132,0.6874973291048778,0.00809012244879819,39
43,729.5142211437226,72.69079001886205,17.813737297058104,2.128617238489035,1000,3,8,sqrt,60,True,"{'n_estimators': 1000, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.6758432188660658,0.6810223685209402,0.6909826305845552,0.6891959496098587,0.7003783484499952,0.6874845032062831,0.00846989816818393,40
53,733.2759809970855,52.6763764689602,18.95847120285034,0.40486946739798985,1000,3,8,auto,60,True,"{'n_estimators': 1000, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 'auto', 'max_depth': 60, 'bootstrap': True}",0.6747085767972187,0.6820497371246442,0.6903522971808234,0.6890948154321235,0.7003628227155194,0.6873136498500658,0.00859399191007746,41
64,493.95391149520873,29.804610461003186,9.070568609237672,0.3290973754984994,500,3,2,sqrt,20,False,"{'n_estimators': 500, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}",0.6763956138543389,0.6839803741043659,0.6906054693966083,0.6880105027027336,0.6973484785351013,0.6872680877186295,0.00696165676006849,42
93,1627.2335542678834,79.20825646762259,26.52731547355652,2.929618453926018,1500,4,6,sqrt,100,False,"{'n_estimators': 1500, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}",0.6746626171323611,0.6799709470076845,0.6911227046742736,0.6875786361327223,0.697368330926464,0.6861406471747011,0.008034425497890726,43
31,1617.1325922489166,94.9791918512744,32.85533909797668,0.8252783957229161,1500,4,6,sqrt,80,False,"{'n_estimators': 1500, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 80, 'bootstrap': False}",0.674264151632647,0.6796294230897657,0.6904131671927531,0.6882111956527943,0.698178968337776,0.6861393811811471,0.008377469214041955,44
82,1388.7324192523956,73.31661023130525,26.476350259780883,0.5241641425317991,1250,2,6,auto,40,False,"{'n_estimators': 1250, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'auto', 'max_depth': 40, 'bootstrap': False}",0.6741685450272864,0.6806593031505659,0.6897522503753004,0.6876733545290051,0.6983443516578859,0.6861195609480087,0.008218240829030202,45
48,1408.625686120987,66.08697021251784,27.41746335029602,0.5718150428027766,1250,4,6,auto,100,False,"{'n_estimators': 1250, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': False}",0.6739615781311449,0.6791287412862427,0.690761251876502,0.6879207959222116,0.6986206184037034,0.6860785971239609,0.008691903073120578,46
91,1563.7687244415283,110.38165476583264,30.32637505531311,1.710931950587146,1500,3,6,sqrt,,False,"{'n_estimators': 1500, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",0.6750714481004537,0.6800901841411757,0.6903231864286814,0.687477764522555,0.6971596467895407,0.6860244459964814,0.007742966194180762,47
27,1376.5129004478454,49.89670832860906,26.689837789535524,1.3640143710556554,1250,2,6,sqrt,100,False,"{'n_estimators': 1250, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}",0.6748832943011044,0.6797930102724303,0.6910129057667829,0.686987196977048,0.6972473443573659,0.6859847503349463,0.007933640293130269,48
3,1095.2574667453766,89.94729760976126,20.776171493530274,2.133995798462059,1000,2,6,sqrt,40,False,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': False}",0.6742418339116344,0.6798261957532401,0.6909889664541391,0.6860796721330189,0.6979153961630887,0.6858104128830242,0.008283277273120105,49
71,359.0814705848694,26.48171192869466,8.913453435897827,1.130912440860076,500,4,8,sqrt,100,True,"{'n_estimators': 500, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': True}",0.6729890392021329,0.680228496932883,0.6895615692407802,0.6877752307455207,0.6976739709919917,0.6856456614226617,0.008415288322796796,50
28,913.1781896591186,31.42257589898023,25.460846519470216,0.6505059204372061,1250,2,6,sqrt,60,True,"{'n_estimators': 1250, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.6754638290245673,0.6771071895596446,0.6897874344294578,0.6880678223445,0.6971538931349998,0.6855160336986339,0.008148027249834242,51
73,750.8301902294158,61.364046767849345,16.126385068893434,1.720865475403736,750,2,6,sqrt,,False,"{'n_estimators': 750, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",0.6738082879225741,0.6790651100960005,0.689956185464031,0.6870795066012911,0.6976237520905516,0.6855065684348898,0.00833596447212746,52
67,529.7891832351685,49.84499439021601,10.99917917251587,0.8185191286018537,500,2,6,auto,100,False,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': False}",0.674121044241029,0.6776094124845674,0.6900310286369888,0.6864102332855765,0.6979350316508081,0.6852213500597939,0.00857137718056343,53
79,698.7765009403229,70.39719282085701,18.915433502197267,3.045027522392574,1000,4,6,sqrt,40,True,"{'n_estimators': 1000, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': True}",0.675139303104903,0.6770375194566577,0.689013647805563,0.6870072206081294,0.6978960460749003,0.6852187474100307,0.008328763355455068,54
33,752.136041688919,34.48204963780016,18.824599409103392,2.235995714799218,1000,2,6,sqrt,60,True,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.6733815913619575,0.6774517272260785,0.6878222189242721,0.6886263149783383,0.6986524004954535,0.6851868505972201,0.008936357140228415,55
78,910.1698154449463,73.24166954747288,24.316284894943237,0.9446094675736315,1250,4,6,auto,80,True,"{'n_estimators': 1250, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.6730209004601103,0.678334298912482,0.688338506675495,0.6870417996152814,0.6987780562008756,0.6851027123728489,0.008865969239545314,56
46,553.7053698062897,38.03848237890696,10.666725683212281,0.5599457782399093,500,3,6,sqrt,60,False,"{'n_estimators': 500, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': False}",0.6731336192208661,0.6772607309139249,0.6896754550695519,0.6859874880845696,0.6988436980929603,0.6849801982763746,0.009112500293052187,57
30,364.57855186462405,6.52251780115954,10.092583847045898,1.0086758945528576,500,2,6,sqrt,,True,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': True}",0.6742154978592683,0.6786530484808253,0.6884661715936139,0.6866086887033158,0.6969551066538047,0.6849797026581657,0.007926083775284868,58
75,542.6938273429871,36.87584259091512,10.430164098739624,0.5595217672053261,500,2,6,sqrt,40,False,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': False}",0.6747133143185589,0.6783724273974854,0.6886466240089502,0.6867610349728585,0.6949071937805734,0.6846801188956853,0.0072633408394484076,59
88,525.659116601944,33.24333268578235,14.00798807144165,1.0043368791994747,750,2,6,sqrt,,True,"{'n_estimators': 750, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': True}",0.6735428725703793,0.6779462902068584,0.6874445326011885,0.6859924197884618,0.6971807891867826,0.6844213808707341,0.008181428386147646,60
87,517.393098449707,59.64283392871943,14.150585651397705,0.6165325816125149,750,4,6,sqrt,60,True,"{'n_estimators': 750, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.6733365906170822,0.6764904898539987,0.6861451542013665,0.6864249827333283,0.698317604013859,0.684142964283927,0.0087803742616184,61
36,141.82388854026794,10.5770131651058,3.386919355392456,0.5368590284313991,200,2,8,auto,100,True,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",0.6731567017947215,0.6787559383117643,0.686263857574218,0.6839907416392208,0.6959279309104816,0.6836190340460812,0.007638747231152509,62
51,223.88535227775574,25.519727577639088,4.15272970199585,0.541396856049381,200,2,6,sqrt,80,False,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 80, 'bootstrap': False}",0.6723332635072156,0.6765194401048875,0.6865665237766349,0.6860764014543961,0.6948585959484683,0.6832708449583205,0.007977728682154376,63
13,1528.1553372383119,102.43281915646291,28.839955139160157,0.9174746946717325,1250,4,4,auto,80,False,"{'n_estimators': 1250, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': False}",0.6732464978016189,0.6760866818000982,0.6876685141529627,0.6836527030189563,0.694181719589253,0.6829672232725779,0.0076180220621584836,64
21,852.7003640651703,48.13369292443758,16.843337106704713,0.7657392618779195,750,3,4,sqrt,,False,"{'n_estimators': 750, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",0.673417528029859,0.6753500828495449,0.6870622798856119,0.6835665580245788,0.6949925054083211,0.6828777908395832,0.007885602296664336,65
94,1335.8222276210786,112.26197667549916,23.41135172843933,2.6247053593873813,1250,3,4,auto,,False,"{'n_estimators': 1250, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': None, 'bootstrap': False}",0.6723617457138275,0.6756447338454804,0.686561586364752,0.684849634403201,0.6948627399496555,0.6828560880553832,0.008049838323771704,66
24,210.81557517051698,25.01295483141226,3.772380065917969,0.5477186235658192,200,4,6,sqrt,80,False,"{'n_estimators': 200, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 80, 'bootstrap': False}",0.668929896670664,0.6767048427171454,0.6883902439024391,0.6834865662440851,0.6955246499574754,0.6826072398983618,0.009197650167535489,67
26,1122.8358877658843,30.684190932066475,22.038423204421996,1.4750354403506756,1000,3,4,sqrt,40,False,"{'n_estimators': 1000, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': False}",0.6728669595558373,0.6757188218298135,0.6864796766994113,0.6827735354723076,0.6949912610663669,0.6825660509247473,0.007882921834776365,68
55,1699.93805103302,95.19828977815352,34.416404724121094,11.437046157507826,1500,4,4,auto,60,False,"{'n_estimators': 1500, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 60, 'bootstrap': False}",0.6713759074779206,0.6746844211462404,0.6860099889835781,0.6848012991386643,0.6950839930819153,0.6823911219656638,0.008494025163648382,69
40,1005.0563638210297,34.59974224599751,25.0534029006958,2.5105768448962498,1250,2,4,sqrt,80,True,"{'n_estimators': 1250, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 80, 'bootstrap': True}",0.6730160373659153,0.6732751626596559,0.6860936681260097,0.6847944952138498,0.6947679758894476,0.6823894678509757,0.008290530450230878,70
62,1172.9577169418335,103.69830595458656,23.191865921020508,0.8505272085685862,1000,2,4,auto,80,False,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': False}",0.6726681777266862,0.6749114796991503,0.6868149184042742,0.6824704183386323,0.6948511584366954,0.6823432305210877,0.008065953097575403,71
65,953.2694279670716,52.723028606318415,25.194470500946046,1.500410350937021,1250,4,4,sqrt,40,True,"{'n_estimators': 1250, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': True}",0.6726915685248214,0.6734503482078185,0.6851348512783044,0.6853036251448403,0.6943411665991222,0.6821843119509814,0.008156214961380958,72
1,1016.5751435756683,80.14018356449341,25.666539096832274,1.8067252663497257,1250,2,4,sqrt,60,True,"{'n_estimators': 1250, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.6737064026744735,0.6725875257067612,0.6836677949461452,0.6840043609048306,0.6956885377840438,0.6819309244032509,0.008384863040180535,73
